기상상태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 연령,피해운전자 상해정도,ECLO,시간,도로형태1,도로형태2
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,56세,중상,화물,32세,경상,8,11,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,이륜,29세,경상,승용,46세,경상,6,12,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,83세,상해없음,이륜,51세,중상,5,13,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,41세,부상신고,승용,55세,경상,7,13,교차로,교차로부근
맑음,건조,차대차,기타,신호위반,건설기계,59세,상해없음,이륜,70세,중상,5,15,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,화물,46세,상해없음,승용,31세,경상,3,15,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,화물,64세,상해없음,승용,60세,경상,9,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,57세,상해없음,승용,78세,경상,3,17,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승합,65세,상해없음,승용,31세,경상,6,17,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,56세,상해없음,이륜,18세,경상,3,18,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,36세,경상,승용,25세,경상,6,18,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,52세,상해없음,승용,38세,경상,3,20,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승합,74세,상해없음,승용,26세,경상,3,21,교차로,교차로부근
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,52세,부상신고,승용,71세,경상,7,22,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,화물,55세,상해없음,승용,40세,중상,5,2,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,화물,42세,경상,승용,63세,중상,11,7,단일로,기타
맑음,건조,차대사람,횡단중,신호위반,화물,60세,상해없음,보행자,6세,경상,3,8,교차로,교차로안
맑음,건조,차대차,기타,신호위반,자전거,63세,상해없음,자전거,85세,부상신고,1,8,기타,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승합,45세,상해없음,승용,33세,경상,3,10,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,화물,63세,상해없음,보행자,59세,중상,5,12,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,45세,상해없음,보행자,7세,경상,3,13,교차로,교차로횡단보도내
맑음,건조,차대사람,기타,보행자보호의무위반,승용,65세,상해없음,보행자,42세,중상,5,13,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,48세,상해없음,보행자,73세,중상,5,13,교차로,교차로횡단보도내
맑음,건조,차대사람,횡단중,보행자보호의무위반,이륜,34세,상해없음,보행자,33세,중상,5,13,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,신호위반,승용,53세,부상신고,승용,48세,중상,6,15,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,24세,상해없음,보행자,48세,경상,3,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,35세,상해없음,승용,21세,경상,3,16,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,이륜,23세,상해없음,보행자,8세,경상,3,16,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,63세,부상신고,승용,29세,경상,4,17,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,46세,경상,승용,34세,경상,9,17,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,44세,상해없음,승용,65세,상해없음,6,20,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,64세,경상,승용,50세,경상,18,23,교차로,교차로안
맑음,건조,차대차,기타,신호위반,이륜,16세,중상,승용,31세,부상신고,6,0,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,개인형이동수단(PM),19세,기타불명,승용,28세,상해없음,6,1,교차로,교차로안
비,젖음/습기,차대차,측면충돌,신호위반,승용,26세,상해없음,승용,56세,중상,11,2,교차로,교차로안
비,젖음/습기,차대사람,횡단중,신호위반,승용,44세,상해없음,보행자,42세,경상,3,3,교차로,교차로횡단보도내
맑음,젖음/습기,차대차,측면충돌,신호위반,승합,52세,상해없음,승용,72세,경상,3,6,교차로,교차로안
비,젖음/습기,차대차,기타,안전거리미확보,이륜,59세,경상,승합,60세,상해없음,3,7,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,57세,상해없음,승용,58세,경상,3,10,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,61세,경상,화물,54세,상해없음,3,13,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,42세,상해없음,승용,22세,부상신고,5,15,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,화물,36세,상해없음,승용,72세,경상,6,17,교차로,교차로부근
맑음,건조,차대차,기타,신호위반,이륜,37세,상해없음,자전거,12세,경상,6,17,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,36세,상해없음,승용,25세,경상,3,21,교차로,교차로부근
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,42세,상해없음,승용,71세,경상,3,10,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,63세,상해없음,승용,24세,경상,6,11,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,자전거,76세,기타불명,보행자,67세,중상,5,11,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,58세,경상,승용,46세,경상,6,12,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승합,31세,상해없음,이륜,38세,부상신고,1,12,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,20세,중상,승용,30세,중상,16,12,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,41세,상해없음,이륜,53세,부상신고,1,12,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,67세,상해없음,승합,63세,경상,3,13,교차로,교차로안
맑음,건조,차대차,정면충돌,중앙선침범,승용,43세,상해없음,승용,49세,경상,3,13,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,58세,상해없음,승합,48세,경상,3,14,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,56세,상해없음,이륜,40세,중상,5,15,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,45세,상해없음,이륜,28세,중상,5,15,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,54세,상해없음,승용,39세,경상,12,15,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,36세,상해없음,보행자,6세,경상,3,18,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,29세,중상,이륜,18세,경상,8,19,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,화물,54세,상해없음,승용,29세,경상,3,19,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,54세,상해없음,보행자,23세,경상,6,20,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,개인형이동수단(PM),18세,상해없음,보행자,17세,경상,6,20,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,원동기,69세,상해없음,원동기,24세,경상,3,0,교차로,교차로안
맑음,건조,차대차,기타,신호위반,이륜,23세,부상신고,이륜,25세,경상,4,1,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,28세,부상신고,승용,62세,경상,9,5,단일로,기타
맑음,건조,차대사람,기타,보행자보호의무위반,승용,24세,상해없음,보행자,80세,중상,5,7,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,26세,상해없음,승용,34세,경상,6,8,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,62세,상해없음,승용,27세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,29세,상해없음,승용,54세,경상,3,9,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,46세,경상,승용,62세,경상,12,10,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,34세,상해없음,원동기,19세,경상,3,11,교차로,교차로부근
맑음,건조,차대차,기타,신호위반,승용,57세,상해없음,자전거,82세,경상,3,11,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승합,66세,상해없음,승용,42세,중상,5,13,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승합,57세,상해없음,승용,55세,경상,3,13,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,45세,상해없음,보행자,62세,중상,5,14,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,26세,부상신고,승합,56세,경상,7,17,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,62세,상해없음,승용,78세,경상,6,17,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,57세,상해없음,승용,37세,경상,3,21,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,승용,67세,상해없음,승용,26세,경상,3,23,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,39세,상해없음,승용,51세,경상,6,8,단일로,기타
맑음,건조,차대차,측면충돌,중앙선침범,자전거,35세,경상,승용,69세,기타불명,3,8,교차로,교차로안
흐림,젖음/습기,차대차,측면충돌,중앙선침범,이륜,55세,부상신고,이륜,22세,경상,4,11,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,48세,상해없음,승용,54세,경상,3,12,단일로,기타
비,젖음/습기,차대차,측면충돌,신호위반,승용,74세,상해없음,승용,51세,중상,11,13,교차로,교차로안
흐림,건조,차대차,측면충돌,신호위반,자전거,83세,사망,승용,69세,상해없음,10,13,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,건설기계,67세,상해없음,승용,37세,경상,3,14,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,승용,32세,상해없음,승용,31세,중상,27,14,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,화물,70세,상해없음,건설기계,67세,경상,3,14,단일로,기타
비,젖음/습기,차대차,측면충돌,안전거리미확보,승용,79세,상해없음,승용,27세,경상,6,15,기타,기타
비,젖음/습기,차대차,측면충돌,안전거리미확보,승용,78세,상해없음,승용,37세,중상,5,15,교차로,교차로부근
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,53세,경상,승용,41세,경상,6,17,교차로,교차로안
비,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,51세,경상,승용,22세,상해없음,3,19,교차로,교차로안
비,젖음/습기,차대사람,횡단중,보행자보호의무위반,승용,62세,상해없음,보행자,41세,경상,3,20,교차로,교차로안
비,젖음/습기,차대차,추돌,안전거리미확보,원동기,32세,중상,승용,63세,중상,10,23,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,승용,27세,상해없음,승용,34세,경상,3,1,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,특수,36세,상해없음,승용,49세,경상,3,10,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,61세,경상,승용,50세,경상,6,10,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,63세,상해없음,이륜,33세,경상,3,12,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,건설기계,50세,경상,승용,50세,중상,8,12,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,44세,상해없음,승용,49세,경상,3,13,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,53세,상해없음,승용,67세,경상,18,17,교차로,교차로안
흐림,건조,차대차,측면충돌,안전거리미확보,승용,67세,상해없음,승용,38세,경상,6,20,단일로,기타
맑음,건조,차대차,추돌,교차로운행방법위반,승용,39세,기타불명,승합,43세,상해없음,1,20,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,이륜,21세,상해없음,보행자,22세,경상,3,21,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,64세,상해없음,이륜,22세,경상,3,22,단일로,기타
흐림,건조,차대차,측면충돌,신호위반,승용,42세,경상,승용,22세,경상,6,1,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,건설기계,59세,상해없음,승합,57세,경상,6,12,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,53세,상해없음,보행자,84세,중상,5,15,교차로,교차로횡단보도내
맑음,건조,차대차,추돌,신호위반,승용,27세,기타불명,승용,36세,경상,9,16,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,66세,상해없음,화물,48세,경상,8,16,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,77세,중상,승용,65세,경상,19,17,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,52세,상해없음,승용,56세,경상,3,17,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,화물,38세,상해없음,승용,38세,경상,3,18,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,51세,상해없음,승용,60세,경상,3,18,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,39세,상해없음,이륜,17세,경상,6,18,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,47세,상해없음,화물,71세,경상,3,6,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,61세,상해없음,이륜,58세,경상,6,6,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,57세,기타불명,승용,38세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,66세,경상,승용,37세,경상,9,9,교차로,교차로안
맑음,건조,차대차,기타,중앙선침범,이륜,74세,부상신고,승용,67세,상해없음,1,11,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,이륜,31세,기타불명,이륜,32세,경상,3,13,단일로,기타
맑음,건조,차대차,정면충돌,중앙선침범,화물,68세,중상,승용,41세,경상,8,14,단일로,기타
맑음,건조,차대사람,기타,보행자보호의무위반,승용,53세,상해없음,보행자,71세,중상,5,14,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,화물,60세,상해없음,승용,36세,부상신고,4,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,53세,기타불명,이륜,17세,경상,6,17,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,40세,부상신고,승용,55세,경상,4,17,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,64세,상해없음,승용,28세,경상,3,18,단일로,기타
맑음,건조,차대차,정면충돌,신호위반,승용,62세,상해없음,승용,64세,경상,9,3,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,20세,상해없음,승합,53세,중상,5,7,단일로,기타
맑음,건조,차대차,기타,신호위반,승용,44세,상해없음,이륜,21세,경상,3,12,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승합,36세,상해없음,이륜,55세,경상,3,12,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,71세,상해없음,승용,56세,경상,3,12,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,76세,경상,승용,25세,경상,12,12,교차로,교차로부근
맑음,건조,차대차,추돌,안전거리미확보,승용,33세,상해없음,승용,67세,상해없음,3,13,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,74세,상해없음,승용,39세,경상,6,13,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,37세,부상신고,이륜,19세,경상,7,15,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,25세,경상,이륜,35세,중상,11,16,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,58세,상해없음,승용,39세,경상,3,18,교차로,교차로부근
맑음,건조,차대사람,횡단중,신호위반,승용,24세,상해없음,보행자,36세,중상,5,20,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,24세,상해없음,승용,39세,경상,3,20,단일로,기타
맑음,건조,차대차,추돌,신호위반,승용,72세,상해없음,이륜,71세,중상,5,6,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,64세,기타불명,승용,57세,경상,6,6,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,75세,상해없음,보행자,69세,경상,3,8,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,56세,경상,승용,44세,경상,18,9,단일로,고가도로위
맑음,건조,차대차,측면충돌,신호위반,화물,50세,상해없음,승용,33세,경상,6,10,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,24세,상해없음,이륜,25세,경상,3,14,단일로,기타
맑음,건조,차대차,기타,신호위반,승용,63세,상해없음,승용,48세,경상,6,16,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,73세,경상,승용,29세,경상,12,19,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,51세,중상,승용,37세,경상,8,22,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,29세,경상,승용,30세,경상,6,11,교차로,교차로안
흐림,젖음/습기,차대차,측면충돌,교차로운행방법위반,화물,40세,기타불명,이륜,24세,경상,3,11,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,건설기계,51세,상해없음,승용,70세,경상,3,13,단일로,기타
비,젖음/습기,차대차,측면충돌,안전거리미확보,건설기계,55세,상해없음,승용,22세,경상,3,14,기타,기타
맑음,건조,차대차,측면충돌,신호위반,승용,57세,경상,승용,45세,경상,6,14,교차로,교차로안
비,젖음/습기,차대차,정면충돌,중앙선침범,승용,29세,상해없음,승용,46세,경상,6,15,단일로,기타
비,젖음/습기,차대차,측면충돌,신호위반,승용,57세,상해없음,승용,34세,경상,3,15,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,25세,부상신고,승용,22세,부상신고,4,18,교차로,교차로부근
맑음,건조,차대차,기타,안전거리미확보,기타불명,미분류,기타불명,이륜,30세,중상,5,19,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,화물,59세,상해없음,승용,69세,경상,3,19,단일로,기타
맑음,건조,차대차,기타,신호위반,승용,43세,상해없음,이륜,48세,사망,10,20,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,승용,55세,상해없음,보행자,60세,중상,5,21,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,신호위반,승용,29세,기타불명,승용,63세,중상,15,6,교차로,교차로안
비,젖음/습기,차대차,정면충돌,중앙선침범,이륜,26세,상해없음,승합,52세,경상,6,7,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,화물,63세,상해없음,승용,50세,경상,3,10,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,승합,51세,상해없음,보행자,57세,중상,5,11,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,20세,경상,승용,59세,경상,6,11,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,78세,상해없음,이륜,39세,중상,5,13,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,56세,상해없음,승용,35세,경상,9,15,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,건설기계,42세,상해없음,승용,58세,경상,3,15,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,60세,상해없음,이륜,17세,경상,3,16,단일로,교량
맑음,건조,차대차,측면충돌,신호위반,승용,48세,상해없음,승용,43세,경상,3,17,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,66세,경상,특수,57세,상해없음,9,18,단일로,지하차도(도로)내
맑음,건조,차대차,기타,중앙선침범,승용,62세,상해없음,이륜,19세,경상,3,19,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,59세,중상,승용,51세,중상,13,0,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,28세,상해없음,화물,43세,경상,3,6,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승합,50세,상해없음,이륜,36세,중상,5,6,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,53세,상해없음,승용,70세,경상,3,7,단일로,터널
맑음,건조,차대차,측면충돌,안전거리미확보,승용,63세,상해없음,승용,70세,상해없음,3,8,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,38세,상해없음,이륜,56세,중상,5,8,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,51세,상해없음,보행자,40세,경상,3,8,교차로,교차로횡단보도내
맑음,건조,차대사람,보도통행중,보행자보호의무위반,승용,79세,상해없음,보행자,43세,중상,5,9,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,중앙선침범,자전거,66세,중상,승용,61세,상해없음,5,9,교차로,교차로부근
맑음,건조,차대차,추돌,안전거리미확보,승용,51세,경상,승용,62세,경상,9,9,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,화물,63세,상해없음,보행자,57세,경상,3,10,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,31세,상해없음,승용,48세,경상,3,11,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,25세,부상신고,승용,65세,경상,4,11,단일로,지하차도(도로)내
맑음,건조,차대차,측면충돌,안전거리미확보,승용,45세,상해없음,승용,66세,경상,3,13,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,86세,경상,승용,59세,상해없음,9,13,단일로,기타
맑음,건조,차대차,측면충돌,중앙선침범,승용,59세,기타불명,승용,50세,경상,3,14,단일로,기타
맑음,건조,차대차,기타,신호위반,이륜,22세,상해없음,자전거,66세,중상,5,17,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,안전거리미확보,승용,54세,상해없음,이륜,25세,중상,10,18,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,기타불명,미분류,기타불명,보행자,17세,경상,3,18,교차로,교차로횡단보도내
맑음,건조,차대차,기타,안전거리미확보,화물,50세,상해없음,원동기,41세,경상,3,19,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,43세,상해없음,이륜,22세,경상,6,20,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,26세,중상,승용,38세,경상,8,22,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,48세,상해없음,승용,33세,경상,3,8,교차로,교차로안
맑음,건조,차대차,기타,직진우회전진행방해,승용,38세,부상신고,승용,68세,경상,6,9,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,50세,상해없음,이륜,54세,중상,5,10,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,32세,상해없음,승용,31세,경상,3,12,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,이륜,27세,경상,승용,54세,경상,6,13,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,화물,31세,상해없음,보행자,9세,경상,3,14,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,52세,경상,승용,59세,경상,6,14,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,57세,상해없음,이륜,18세,경상,6,17,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,68세,상해없음,승용,34세,경상,3,20,교차로,교차로안
흐림,건조,차대차,측면충돌,안전거리미확보,승용,53세,상해없음,승용,20세,경상,6,20,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,61세,상해없음,개인형이동수단(PM),49세,경상,3,22,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,66세,경상,승용,42세,경상,12,0,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,25세,상해없음,이륜,30세,경상,3,1,교차로,교차로안
맑음,건조,차대차,추돌,교차로운행방법위반,승용,61세,상해없음,승용,41세,경상,3,7,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,41세,경상,화물,59세,경상,6,8,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,화물,58세,상해없음,승용,32세,경상,3,8,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,73세,상해없음,승용,44세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,33세,상해없음,승용,67세,경상,3,10,단일로,기타
맑음,건조,차대차,기타,교차로운행방법위반,이륜,29세,중상,승용,51세,경상,11,11,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,31세,상해없음,이륜,34세,중상,5,11,단일로,기타
맑음,건조,차대차,측면충돌,중앙선침범,승용,51세,상해없음,승용,36세,경상,3,11,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,48세,기타불명,이륜,20세,경상,6,11,교차로,교차로부근
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,50세,상해없음,이륜,43세,경상,3,14,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,58세,상해없음,이륜,38세,중상,5,15,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,40세,상해없음,승용,29세,경상,6,15,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,54세,상해없음,승용,55세,경상,3,17,교차로,교차로안
맑음,건조,차대사람,기타,보행자보호의무위반,승용,20세,상해없음,보행자,40세,중상,5,18,교차로,교차로부근
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,51세,상해없음,보행자,8세,경상,3,18,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,안전거리미확보,승용,60세,경상,승용,36세,경상,9,19,단일로,기타
맑음,건조,차대사람,기타,신호위반,이륜,62세,상해없음,보행자,13세,경상,3,22,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,60세,상해없음,이륜,34세,상해없음,3,22,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,66세,상해없음,승용,70세,경상,6,2,교차로,교차로안
비,젖음/습기,차대차,측면충돌,안전거리미확보,승용,60세,부상신고,승용,31세,경상,4,9,교차로,교차로부근
비,젖음/습기,차대차,측면충돌,안전거리미확보,승용,26세,상해없음,승용,68세,경상,6,10,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,76세,상해없음,승용,47세,경상,6,10,교차로,교차로부근
비,젖음/습기,차대차,기타,중앙선침범,이륜,61세,상해없음,이륜,34세,경상,3,11,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,67세,상해없음,승용,29세,경상,6,12,단일로,지하차도(도로)내
비,젖음/습기,차대차,측면충돌,신호위반,승용,50세,상해없음,이륜,41세,중상,5,13,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,건설기계,61세,상해없음,승용,65세,경상,3,14,단일로,기타
맑음,건조,차대사람,보도통행중,보행자보호의무위반,승용,31세,상해없음,보행자,50세,중상,5,15,교차로,교차로횡단보도내
맑음,건조,차대차,기타,중앙선침범,자전거,14세,경상,이륜,25세,상해없음,3,15,교차로,교차로부근
맑음,건조,차대차,측면충돌,중앙선침범,승용,51세,상해없음,승용,26세,경상,3,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,23세,경상,승용,63세,상해없음,3,19,단일로,기타
맑음,건조,차대차,기타,교차로운행방법위반,원동기,20세,상해없음,원동기,28세,중상,5,20,교차로,교차로안
맑음,건조,차대사람,기타,보행자보호의무위반,이륜,17세,경상,보행자,26세,경상,6,0,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,53세,경상,승용,30세,경상,6,1,교차로,교차로안
